"workerid","rt","content","subjectGender","speakerGender","question","speakerName","fact_type","subjectName","verb","utterance","contentNr","trigger_class","response","fact","slide_number_in_experiment"
6,6091,"Emma studied on Saturday morning","M","M","3","Thomas","factH","Jerry","know","Does Justin know that Emma studied on Saturday morning?","3","NonProj","Yes","Emma is in law school",17
6,6152,"Emily bought a car yesterday","M","M","8","Paul","factH","Andrew","discover","Did Brian discover that Emily bought a car yesterday?","8","NonProj","Yes","Emily has been saving for a year",18
6,3911,"Zack is coming to the meeting tomorrow",NA,"F","control1","Jennifer",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",19
6,3564,"Madison had a baby",NA,"F","control5","Sandra",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",20
6,13995,"Isabella ate a steak on Sunday","M","F","7","Karen","factL","Ronald","confess","Did Kevin confess that Isabella ate a steak on Sunday?","7","C","No","Isabella is a vegetarian",21
6,40326,"Mia drank 2 cocktails last night","M","F","6","Jennifer","factL","Patrick","hear","Did Ray hear that Mia drank 2 cocktails last night?","6","C","Yes","Mia is a nun",22
6,9630,"Sophia got a tattoo","M","F","5","Jessica","factL","Brian","reveal","Did Ben reveal that Sophia got a tattoo?","5","NonProj","No","Sophia is a high end fashion model",23
6,10284,"Owen shoveled snow last winter","F","F","17","Lisa","factL","Rebecca","admit","Did Cynthia admit that Owen shoveled snow last winter?","17","C","Yes","Owen lives in New Orleans",24
6,38930,"Danny ate the last cupcake","F","F","11","Sandra","factL","Janet","pretend","Did Amanda pretend that Danny ate the last cupcake?","11","NonProj","No","Danny is a diabetic",25
6,8322,"Todd played football in high school",NA,"F","control3","Sarah",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",26
6,9495,"Josh learned to ride a bike yesterday","F","F","16","Sarah","factL","Diane","inform_Sam","Did Sharon inform Sam that Josh learned to ride a bike yesterday?","16","C","Yes","Josh is a 75-year old man",27
7,16551,"Jayden rented a car","F","F","14","Donna","factH","Heather","inform_Sam","Did Stephanie inform Sam that Jayden rented a car?","14","C","Yes","Jayden&quotechars car is in the shop",2
7,10769,"Sophia got a tattoo","M","F","5","Sarah","factH","Patrick","pretend","Did Ben pretend that Sophia got a tattoo?","5","NonProj","No","Sophia is a hipster",3
7,5210,"Madison had a baby",NA,"F","control5","Margaret",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",4
7,12136,"Mary is pregnant","M","M","1","James","factH","Tyler","think","Does Patrick think that Mary is pregnant?","1","NonProj","No","Mary is taking a prenatal yoga class",5
7,5608,"Tony had a drink last night","F","F","15","Susan","factL","Janet","be_right_that","Is Rebecca right that Tony had a drink last night?","15","C","No","Tony has been sober for 20 years",6
7,6988,"Josh learned to ride a bike yesterday","F","M","16","Matthew","factH","Shirley","acknowledge","Did Sharon acknowledge that Josh learned to ride a bike yesterday?","16","C","Yes","Josh is a 5-year old boy",7
7,5616,"Jon walks to work","F","F","19","Kimberly","factH","Angela","hear","Did Ruth hear that Jon walks to work?","19","C","Yes","Jon lives 2 blocks away from work",8
7,4063,"Julian dances salsa","F","F","18","Betty","factL","Stephanie","say","Did Kathleen say that Julian dances salsa?","18","C","Yes","Julian is German",9
7,4656,"Danny ate the last cupcake","F","F","11","Jessica","factL","Anna","know","Does Amanda know that Danny ate the last cupcake?","11","NonProj","Yes","Danny is a diabetic",10
7,7202,"Emily bought a car yesterday","M","M","8","Steven","factL","Gregory","reveal","Did Brian reveal that Emily bought a car yesterday?","8","NonProj","Yes","Emily never has any money",11
7,4913,"Vanessa is good at math",NA,"F","control4","Jennifer",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",12
7,4573,"Owen shoveled snow last winter","F","M","17","Thomas","factH","Nicole","annoyed","Is Cynthia annoyed that Owen shoveled snow last winter?","17","NonProj","Yes","Owen lives in Chicago",13
7,6230,"Charley speaks Spanish","F","M","20","Kenneth","factH","Carolyn","establish","Did Anna establish that Charley speaks Spanish?","20","NonProj","Yes","Charley lives in Mexico",14
7,5028,"Zoe calculated the tip","M","M","10","Richard","factH","Jeffrey","announce","Did Tim announce that Zoe calculated the tip?","10","C","Yes","Zoe is a math major",15
7,4534,"Olivia sleeps until noon","M","F","4","Dorothy","factL","Jerry","discover","Did Jerry discover that Olivia sleeps until noon?","4","NonProj","Yes","Olivia has two small children",16
7,7050,"Grace visited her sister","M","M","9","Robert","factH","Gary","suggest","Did Andrew suggest that Grace visited her sister?","9","C","No","Grace loves her sister",17
7,5575,"Mia drank 2 cocktails last night","M","F","6","Karen","factL","Jacob","confirm","Did Ray confirm that Mia drank 2 cocktails last night?","6","C","No","Mia is a nun",18
7,3550,"Zack is coming to the meeting tomorrow",NA,"F","control1","Karen",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",19
7,3243,"Hendrick&quotechars car was expensive",NA,"M","control6","Steven",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",20
7,2421,"Mary&quotechars aunt is sick",NA,"F","control2","Dorothy",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",21
7,4310,"Jackson ran 10 miles","F","M","13","George","factL","Cynthia","admit","Did Laura admit that Jackson ran 10 miles?","13","C","Yes","Jackson is obese",22
7,6764,"Frank got a cat","F","M","12","Mark","factL","Kathleen","see","Did Melissa see that Frank got a cat?","12","NonProj","Yes","Frank is allergic to cats",23
7,5984,"Emma studied on Saturday morning","M","F","3","Margaret","factL","Ronald","demonstrate","Did Justin demonstrate that Emma studied on Saturday morning?","3","C","No","Emma is in first grade",24
7,5522,"Isabella ate a steak on Sunday","M","F","7","Jennifer","factL","Justin","confess","Did Kevin confess that Isabella ate a steak on Sunday?","7","C","No","Isabella is a vegetarian",25
7,7036,"Josie went on vacation to France","M","M","2","Christopher","factH","Larry","prove","Did Scott prove that Josie went on vacation to France?","2","C","No","Josie loves France",26
7,3052,"Todd played football in high school",NA,"M","control3","George",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",27
8,4430,"Charley speaks Spanish","F","F","20","Donna","factH","Anna","confess","Did Anna confess that Charley speaks Spanish?","20","C","Yes","Charley lives in Mexico",2
8,2847,"Emma studied on Saturday morning","M","M","3","Steven","factL","Edward","pretend","Did Justin pretend that Emma studied on Saturday morning?","3","NonProj","Yes","Emma is in first grade",3
8,845,"Todd played football in high school",NA,"M","control3","James",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",4
8,667,"Danny ate the last cupcake","F","F","11","Linda","factL","Christina","establish","Did Amanda establish that Danny ate the last cupcake?","11","NonProj","Yes","Danny is a diabetic",5
8,574,"Mia drank 2 cocktails last night","M","F","6","Sandra","factH","Scott","confirm","Did Ray confirm that Mia drank 2 cocktails last night?","6","C","No","Mia is a college student",6
8,883,"Josh learned to ride a bike yesterday","F","M","16","William","factH","Rebecca","suggest","Did Sharon suggest that Josh learned to ride a bike yesterday?","16","C","No","Josh is a 5-year old boy",7
8,615,"Isabella ate a steak on Sunday","M","M","7","Kenneth","factL","Timothy","acknowledge","Did Kevin acknowledge that Isabella ate a steak on Sunday?","7","C","Yes","Isabella is a vegetarian",8
8,662,"Vanessa is good at math",NA,"M","control4","Kenneth",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",9
8,600,"Grace visited her sister","M","F","9","Michelle","factL","Patrick","discover","Did Andrew discover that Grace visited her sister?","9","NonProj","Yes","Grace hates her sister",10
8,2233,"Emily bought a car yesterday","M","M","8","James","factL","Justin","announce","Did Brian announce that Emily bought a car yesterday?","8","C","Yes","Emily never has any money",11
8,4262,"Madison had a baby",NA,"M","control5","Steven",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",12
8,3753,"Hendrick&quotechars car was expensive",NA,"M","control6","Mark",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",13
8,2204,"Frank got a cat","F","F","12","Jennifer","factL","Shirley","annoyed","Is Melissa annoyed that Frank got a cat?","12","NonProj","No","Frank is allergic to cats",14
8,2873,"Mary&quotechars aunt is sick",NA,"F","control2","Linda",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",15
8,4344,"Tony had a drink last night","F","F","15","Susan","factH","Melissa","demonstrate","Did Rebecca demonstrate that Tony had a drink last night?","15","C","No","Tony really likes to party with his friends",16
8,3807,"Olivia sleeps until noon","M","F","4","Betty","factL","Ronald","reveal","Did Jerry reveal that Olivia sleeps until noon?","4","NonProj","No","Olivia has two small children",17
8,2365,"Mary is pregnant","M","M","1","Christopher","factH","Alexander","hear","Did Patrick hear that Mary is pregnant?","1","C","No","Mary is taking a prenatal yoga class",18
8,4162,"Zack is coming to the meeting tomorrow",NA,"F","control1","Lisa",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",19
8,4673,"Sophia got a tattoo","M","M","5","David","factH","Ryan","be_right_that","Is Ben right that Sophia got a tattoo?","5","C","No","Sophia is a hipster",20
8,1435,"Jayden rented a car","F","M","14","George","factH","Brenda","admit","Did Stephanie admit that Jayden rented a car?","14","C","No","Jayden&quotechars car is in the shop",21
8,892,"Julian dances salsa","F","F","18","Lisa","factL","Catherine","prove","Did Kathleen prove that Julian dances salsa?","18","C","Yes","Julian is German",22
8,943,"Jon walks to work","F","F","19","Sarah","factH","Kathleen","see","Did Ruth see that Jon walks to work?","19","NonProj","No","Jon lives 2 blocks away from work",23
8,663,"Zoe calculated the tip","M","M","10","Mark","factL","Raymond","know","Does Tim know that Zoe calculated the tip?","10","NonProj","No","Zoe is 5 years old",24
8,623,"Owen shoveled snow last winter","F","F","17","Dorothy","factH","Stephanie","inform_Sam","Did Cynthia inform Sam that Owen shoveled snow last winter?","17","C","No","Owen lives in Chicago",25
8,4810,"Josie went on vacation to France","M","F","2","Carol","factH","Larry","say","Did Scott say that Josie went on vacation to France?","2","C","Yes","Josie loves France",26
8,827,"Jackson ran 10 miles","F","F","13","Jessica","factL","Rachel","think","Does Laura think that Jackson ran 10 miles?","13","NonProj","No","Jackson is obese",27
9,19532,"Mary&quotechars aunt is sick",NA,"F","control2","Sandra",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",2
9,29535,"Zoe calculated the tip","M","F","10","Dorothy","factL","Brian","say","Did Tim say that Zoe calculated the tip?","10","C","No","Zoe is 5 years old",3
9,6784,"Todd played football in high school",NA,"M","control3","Mark",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",4
9,7477,"Olivia sleeps until noon","M","F","4","Michelle","factL","Justin","prove","Did Jerry prove that Olivia sleeps until noon?","4","C","No","Olivia has two small children",5
9,14656,"Mary is pregnant","M","M","1","Mark","factL","Tyler","confess","Did Patrick confess that Mary is pregnant?","1","C","No","Mary is a middle school student",6
9,17184,"Josh learned to ride a bike yesterday","F","M","16","David","factH","Heather","be_right_that","Is Sharon right that Josh learned to ride a bike yesterday?","16","C","No","Josh is a 5-year old boy",7
9,7800,"Grace visited her sister","M","M","9","Steven","factL","Edward","acknowledge","Did Andrew acknowledge that Grace visited her sister?","9","C","No","Grace hates her sister",8
9,18872,"Hendrick&quotechars car was expensive",NA,"F","control6","Michelle",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",9
9,18658,"Frank got a cat","F","M","12","Christopher","factL","Angela","suggest","Did Melissa suggest that Frank got a cat?","12","C","No","Frank is allergic to cats",10
9,4921,"Zack is coming to the meeting tomorrow",NA,"M","control1","Steven",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",11
9,12431,"Owen shoveled snow last winter","F","F","17","Margaret","factH","Rachel","see","Did Cynthia see that Owen shoveled snow last winter?","17","NonProj","No","Owen lives in Chicago",12
9,3281,"Emma studied on Saturday morning","M","M","3","Matthew","factH","Benjamin","think","Does Justin think that Emma studied on Saturday morning?","3","NonProj","No","Emma is in law school",13
